relative_path,filename,extension,parent_folder,split,dataset_hint,size_bytes,size_mb,sha256,hash_error,is_image_extension
BSR\BSDS500\data\images\train\181018.jpg,181018.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,57150,0.054502,dbb26238f5097adc06ae16d8eca151072c7c1f62c2207d8c6635b97d880794bc,,True
BSR\BSDS500\data\images\train\181079.jpg,181079.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,69359,0.066146,d5c7b9a1dd70eb66c6faa1426f5abe24c3e878d7636c65cd70b450a1d9cf1a30,,True
BSR\BSDS500\data\images\train\181091.jpg,181091.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,87186,0.083147,8f9e26f3489b528b200a40de6dbfadec16a7505875998d6cd1fa80157e7bcd2a,,True
BSR\BSDS500\data\images\train\183055.jpg,183055.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,54959,0.052413,bd0c5c4df40bb1b449b71b5e0efde7781599a7724a12a20c0d6902d03e6011be,,True
BSR\BSDS500\data\images\train\183087.jpg,183087.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,74858,0.07139,8161ad4c000dc28bc80cf741a8c367e54327a1b7625ce52498bd56ab6f82da7d,,True
BSR\BSDS500\data\images\train\187003.jpg,187003.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,81737,0.07795,740ef38713b6a0e2efa0cfa67333cf960b904e88587d75e89215fa83c0c4556a,,True
BSR\BSDS500\data\images\train\187029.jpg,187029.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,55611,0.053035,e65e91083c8ee708181253fc41c8c6d14ddf45ab3f293c72faa98312632e759a,,True
BSR\BSDS500\data\images\train\187039.jpg,187039.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,89431,0.085288,f707dedd9d4477e9a140f07779afed480ad660233a4a69fb26564ecae8727863,,True
BSR\BSDS500\data\images\train\187071.jpg,187071.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,77938,0.074327,480d5e90c77fd119c0124de3b03d50217fc508bfcbc6b9415ebf56728120aeab,,True
BSR\BSDS500\data\images\train\187083.jpg,187083.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,54658,0.052126,3a208757b2191f68cc8643f015dd88075160f0920866e2ec8c078e6f8db42158,,True
BSR\BSDS500\data\images\train\188005.jpg,188005.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,63535,0.060592,373ef08b1963766234931ce4ebca06840b42dbc6a5a37c1b42a75654618c82ab,,True
BSR\BSDS500\data\images\train\188063.jpg,188063.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,55370,0.052805,a63954d1f0fc671278dd3f71f1a0d821f78eb04d51c01abd6706a7e03567a388,,True
BSR\BSDS500\data\images\train\188091.jpg,188091.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,39880,0.038033,c5f55fc1a53d803704fbf2c9d22f5bf4a352816a36936ed3e92192e313c9f183,,True
BSR\BSDS500\data\images\train\189003.jpg,189003.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,80339,0.076617,1c54dd3ef1530b2ebd9bdede0c6aa6700fbf65c25ea36a3fa0aa48668e6f5b11,,True
BSR\BSDS500\data\images\train\189011.jpg,189011.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,55274,0.052713,33f96f0bfcb6d4bbb09555789ee73194c7c30f62f2af824b603f8c04ad684452,,True
BSR\BSDS500\data\images\train\196015.jpg,196015.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,66079,0.063018,40595bda6fb918d106541af67cc8e0426a04c6e5863c407ef2a73374c12e76a9,,True
BSR\BSDS500\data\images\train\198004.jpg,198004.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,60400,0.057602,a3f266b543e084eb9486bae66a09304bb9b90711819e1e4614f72a1a9eb5fc6b,,True
BSR\BSDS500\data\images\train\198023.jpg,198023.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,86943,0.082915,70b5b6cdea34366b9007972603ebd3b2e794e69305393f1b6430af93933e0cb4,,True
BSR\BSDS500\data\images\train\198054.jpg,198054.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,92645,0.088353,99d4493b459f08f64fe5f84e25434409c7611f818b840eb47b1307d0d46f06ee,,True
BSR\BSDS500\data\images\train\20008.jpg,20008.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,62841,0.05993,a051d50a0ad0680cd89fdd3e7aeed911ee53de62dce312f9e76334bf7389f8db,,True
BSR\BSDS500\data\images\train\202012.jpg,202012.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,113373,0.108121,3ccc19af8ce606272d83533ed97e29743ef07c8087f95798ab01ec9706631357,,True
BSR\BSDS500\data\images\train\207056.jpg,207056.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,73195,0.069804,7658f456c08f06af0c435fceac05d154278239ca3f6841ea2c633c6a2c8c4d62,,True
BSR\BSDS500\data\images\train\209070.jpg,209070.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,67297,0.064179,c56032950e50ccebca38ebe3a1545b7c9a374d069d03083fa35cbd490d4e9aa2,,True
BSR\BSDS500\data\images\train\2092.jpg,2092.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,54208,0.051697,274503ed987a029f7e128487ea1f657f563ee68e1bd3fb1f691e218a9aea054d,,True
BSR\BSDS500\data\images\train\216041.jpg,216041.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,76751,0.073195,7e55b55f1db1dab5c1f3aaf34d7ea6c88fa16da189d58dacf4fb41bab093f262,,True
BSR\BSDS500\data\images\train\216053.jpg,216053.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,71300,0.067997,f77bad9b7ab42da16c49fb478ae3ac533d6b22b283d4ae389a448e3858915e47,,True
BSR\BSDS500\data\images\train\216066.jpg,216066.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,82264,0.078453,504ca6b60e5f2159b01b47c769953e4540a6eedcf9412760a591b7366e339d04,,True
BSR\BSDS500\data\images\train\22013.jpg,22013.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,70845,0.067563,1630638a74906aafc9aa3d7e21492b8c1ccf8f8faa29dbe349f3200f706ec547,,True
BSR\BSDS500\data\images\train\22090.jpg,22090.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,52722,0.05028,0d2571b84f29236b5baaa75c917f151876c3d77746796225ec2d6b92d699abe7,,True
BSR\BSDS500\data\images\train\22093.jpg,22093.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,76904,0.073341,924d70d1149bfd889b21baf09c7eca6c85068b70b86128f02ea5912028e9b796,,True
BSR\BSDS500\data\images\train\225017.jpg,225017.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,84430,0.080519,976e768d57a080a70fb8f5b9294614cb20f9fb87d62e627f79e90e7b4f0cb8f2,,True
BSR\BSDS500\data\images\train\227040.jpg,227040.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,55941,0.053349,076c53879666e97155d5ecb7538aaaf196c944f798ac91cb92e563b97dda1b5a,,True
BSR\BSDS500\data\images\train\227046.jpg,227046.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,73561,0.070153,5dbeff235cce6d52f08a68f74e9362be8e008f01e3d4b87d75ba5526d1496873,,True
BSR\BSDS500\data\images\train\23025.jpg,23025.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,65137,0.062119,5603852f1c983746485bdf459c83961a9b208d540b838697a863056a9d3446d5,,True
BSR\BSDS500\data\images\train\23080.jpg,23080.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,69077,0.065877,e167d0c757e60b9d7832e893a84f04c3afd34627d5d3c3a68b5605161e44d6e7,,True
BSR\BSDS500\data\images\train\23084.jpg,23084.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,71374,0.068068,17f5011826155d9a424a66b0a7c176e4f3cbec01a70b1b3bb9c3a21ac13cf99a,,True
BSR\BSDS500\data\images\train\231015.jpg,231015.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,97220,0.092716,52f766c478c17ca494ae55677b1d77b448d31119c9935b8a2523e04083b9a08e,,True
BSR\BSDS500\data\images\train\232038.jpg,232038.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,68355,0.065188,cd8761daf9f64337f01119777b26ffb975ec113da6d0e1b22608700f675e2445,,True
BSR\BSDS500\data\images\train\236017.jpg,236017.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,88244,0.084156,2122231b75ce09ef22471aefe8a94ff595ca6cd048dadb3174fb6535c8241a38,,True
BSR\BSDS500\data\images\train\238011.jpg,238011.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,33297,0.031754,5434d6bd1f0077fefdd629f87eb58384f8c03f92e5fdce648db7dbdc216dd599,,True
BSR\BSDS500\data\images\train\239007.jpg,239007.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,75917,0.0724,d30c8fe68aa274ec3a0c0a98c0c62419013033faa4f0ba46b4bdab8fb3c2e2a9,,True
BSR\BSDS500\data\images\train\239096.jpg,239096.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,58612,0.055897,d8cc6eba60e3ad80bcd1932a7506b524813c1217a678bfd5b5a275b21cf62e66,,True
BSR\BSDS500\data\images\train\24004.jpg,24004.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,77723,0.074122,2d4ccde85f753a82f67c9261204c6b6333ab8484504cf433d4383382c87ebb87,,True
BSR\BSDS500\data\images\train\24063.jpg,24063.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,39120,0.037308,545d3a0f4cbe1fb6b7897ef3cae6a9fcaa681e39616ad73f4e4e99ba95d1a6fb,,True
BSR\BSDS500\data\images\train\242078.jpg,242078.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,83046,0.079199,433f30806efec69645d37561043e88b46a8500d5a6e508acaf08d3df28c8ed0a,,True
BSR\BSDS500\data\images\train\245051.jpg,245051.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,65817,0.062768,cfa804a708b2b742a3edfdf5bffc5038ad8882b999a2eb25275e142cf805f842,,True
BSR\BSDS500\data\images\train\246016.jpg,246016.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,54069,0.051564,f0d4c02752e0883e838911cef69b2a579a5e47776a373d32a135089a999f7480,,True
BSR\BSDS500\data\images\train\246053.jpg,246053.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,45026,0.04294,111118f64a172e9c67d14da0a5a7a41878ea29d804db0b14a12c03f344b0c678,,True
BSR\BSDS500\data\images\train\247085.jpg,247085.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,69123,0.065921,0bab7ce141b0b2094685f0a10fa671796f7e18f36c28022fe701f019735aa200,,True
BSR\BSDS500\data\images\train\249061.jpg,249061.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,59735,0.056968,4e7e2815c209ff5a736590464a99bd3ad2cb1ffe6ee75c855973e67e276e0f1e,,True
BSR\BSDS500\data\images\train\249087.jpg,249087.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,86295,0.082297,3da8ba0bac946efde6840c5d7bf787cafa4bd198eefb408105270114616e878f,,True
BSR\BSDS500\data\images\train\25098.jpg,25098.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,80148,0.076435,4cf953fb3cc6bbb9089483a8bcdc3fb956b3ea9aeb444673f5ab4703fe25705a,,True
BSR\BSDS500\data\images\train\253036.jpg,253036.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,42387,0.040423,7a54cba62c89a3e4042c000d9f9333f940e5f7c88e18a11e88a6ea5cf771796a,,True
BSR\BSDS500\data\images\train\254033.jpg,254033.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,92759,0.088462,62dba2a03d58e1fee456829ae170019c4dddf57c4ab0b855453d0fd127f64033,,True
BSR\BSDS500\data\images\train\254054.jpg,254054.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,100361,0.095712,d92db03f3a55c6d7e13decc2977ad970935691a19b843ab9e0564d749aea2109,,True
BSR\BSDS500\data\images\train\260081.jpg,260081.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,75732,0.072224,7118955b0c6d988e86907d5334385963af3c48440c7ad1bb6185a2359f6598c0,,True
BSR\BSDS500\data\images\train\26031.jpg,26031.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,107129,0.102166,fba6d84e560eb3eed75ad615db4fdc3046d7c7f19d8f8c3bf027fca204abb9e3,,True
BSR\BSDS500\data\images\train\268002.jpg,268002.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,61826,0.058962,9ad84bc002d93644d2e6304a50abcf4997ed84136d17d8e074e33e1488a88f21,,True
BSR\BSDS500\data\images\train\27059.jpg,27059.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,72530,0.06917,b2ad41923ca24fbe04b6b291dc8d1ed99eb79ad9060f93d99b4c715ac4684b91,,True
BSR\BSDS500\data\images\train\271008.jpg,271008.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,69413,0.066197,51810e553db1d021984d797753285f6dded11db5919a55a131a196d988228450,,True
BSR\BSDS500\data\images\train\271031.jpg,271031.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,37010,0.035295,49a045a1d2711c4dcd9ffe6f83a56b8c11d7308ab88fedceaf735e4d290457bd,,True
BSR\BSDS500\data\images\train\274007.jpg,274007.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,99691,0.095073,c71cd2933b7f209292d204ab1da52e9d707f9115789f08a553b0a62712ba29f9,,True
BSR\BSDS500\data\images\train\277095.jpg,277095.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,86137,0.082147,f6fe046b7f597c565443429dbc3d51d8239023038438b2fde68010316ed40ed0,,True
BSR\BSDS500\data\images\train\28075.jpg,28075.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,86305,0.082307,ffd87260a8e593287b3c35151b39d8861ba2a80d3b69ef5a0f6f9d089be5ab0d,,True
BSR\BSDS500\data\images\train\28096.jpg,28096.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,71084,0.067791,6bdb764890d0fc3d59ddd6419ee93188c0a5397cf14b94ca825ce25fc5299f7e,,True
BSR\BSDS500\data\images\train\285036.jpg,285036.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,56346,0.053736,bad41816602b3d7aba1497f746bd3a851911ca1275814b8d13d9376b5c4810cb,,True
BSR\BSDS500\data\images\train\286092.jpg,286092.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,62250,0.059366,232614953c26018ca9f1038acf1c58912672be9960f433f35aff53111537ca1b,,True
BSR\BSDS500\data\images\train\292066.jpg,292066.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,80733,0.076993,8c810fe5667d2323067808678e7d1315e3e6d3ed6d6259516c55d4458a0a1373,,True
BSR\BSDS500\data\images\train\293029.jpg,293029.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,84216,0.080315,463c7966c89174d26afb6a19bb6a78a206b96dc622ace8837b6bb3abfa0eaf8a,,True
BSR\BSDS500\data\images\train\299091.jpg,299091.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,46971,0.044795,97c5eddecfc1fd3678300f73c094ce4292d66fb659957e960f9afb79b8e0db9e,,True
BSR\BSDS500\data\images\train\301007.jpg,301007.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,82056,0.078255,adfe1661c7be8537f7c29cbb5832603fc685442146d161fb7a69b0836a339acf,,True
BSR\BSDS500\data\images\train\302003.jpg,302003.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,59611,0.056849,a80e9a11541b6b93e21ef1d9b21e2434d3d2b729307a5ac86b1a02e066bc52b4,,True
BSR\BSDS500\data\images\train\309004.jpg,309004.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,116317,0.110929,6f12849beaa81204d9e2d9af32f78d6d95d09ca5036c61cd9216675dd8d48f14,,True
BSR\BSDS500\data\images\train\310007.jpg,310007.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,70068,0.066822,17e8a7650be55c9ca9393a613b95d13ab329ae80571b1a096bb7e72a24e46b88,,True
BSR\BSDS500\data\images\train\311068.jpg,311068.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,93391,0.089065,3146e0e94f979e2c0cd7bd50b694134734f54380bac9325ae24cfbfefd8d928f,,True
BSR\BSDS500\data\images\train\311081.jpg,311081.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,107769,0.102777,c0e14ae2bd9800fe2ea8470eb45a6001aacf85ca884eda65371e6ee21d8ec608,,True
BSR\BSDS500\data\images\train\314016.jpg,314016.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,72554,0.069193,d6c0b2e35420643aa21a16a3a7b480a525d8b7bc7f0ba1f13ba4f10f5d3c280e,,True
BSR\BSDS500\data\images\train\317080.jpg,317080.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,65051,0.062037,5ff96228e4bb947da0901f617c4492d6ecadef81729fee603e8c0fbda142f716,,True
BSR\BSDS500\data\images\train\323016.jpg,323016.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,65995,0.062938,5ab43672021c622a34fa85931a6f63d10e2c93b297e5c0dd894d3ea25148a42d,,True
BSR\BSDS500\data\images\train\326038.jpg,326038.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,109153,0.104096,b63ecef521773f1c7b773b562422acf66aaf3f5fb14d38b6a320746bbd40d054,,True
BSR\BSDS500\data\images\train\33066.jpg,33066.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,78538,0.0749,3518a4a6a931578a21fa41603a5f22d39004136a0b6c3a66c951285a6b10ad63,,True
BSR\BSDS500\data\images\train\35008.jpg,35008.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,43246,0.041243,c96d0152195351dee60a3bbb1f7e719eb5d977f5d760a778ee7decda2a7f79dd,,True
BSR\BSDS500\data\images\train\35010.jpg,35010.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,82640,0.078812,1aec271e4b952acee3f5414899633f7d377ac054c7da57bcaa455ae30e40276f,,True
BSR\BSDS500\data\images\train\35058.jpg,35058.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,43382,0.041372,2cc200475b427bad74a7f58a7f031e320ab14a86affc7a3873301aa78402534a,,True
BSR\BSDS500\data\images\train\35070.jpg,35070.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,45550,0.04344,2451a585fc1817d732c81bd73b14a7614e2a1da7f647e288126a9a76b61df5e6,,True
BSR\BSDS500\data\images\train\35091.jpg,35091.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,98551,0.093986,391d904c55e8d1161d6096edb6b0507f9621801fc630ff186259be846d939d52,,True
BSR\BSDS500\data\images\train\353013.jpg,353013.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,67699,0.064563,8b7696a58f1228ac42e8eb5b9ac0af9f100ea4b7eadb0cf66602d878002814f4,,True
BSR\BSDS500\data\images\train\361084.jpg,361084.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,84327,0.08042,f080e7868d5ea74b31076e2a9a268c056fd73f6830ec1f4c4eb8814e4070fad7,,True
BSR\BSDS500\data\images\train\365025.jpg,365025.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,60793,0.057977,2e1c5061a9565ded28b65ab0b80b382baa5a0fb586ed0b23809b475e672938f6,,True
BSR\BSDS500\data\images\train\365073.jpg,365073.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,123972,0.118229,139268398b47476ae6e645527e9837d57cefe69f000ad23def31ddef1542d9dd,,True
BSR\BSDS500\data\images\train\368016.jpg,368016.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,76946,0.073381,f3a61a291a3f47a3dd3e495f334ba0a4f5876d9b355dcaf3c35564d2c158ead4,,True
BSR\BSDS500\data\images\train\368078.jpg,368078.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,80072,0.076363,8b38267196f7b7f608c2eb1db535075d6e5d3b8df9e6180db6ad8bcbd30a8561,,True
BSR\BSDS500\data\images\train\370036.jpg,370036.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,72239,0.068892,aefde573f8a7e4396ad40682697200e9083ec586e6ab166f46d62920d638dd6e,,True
BSR\BSDS500\data\images\train\372047.jpg,372047.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,77750,0.074148,eb4314d3803bba3cd57cdd2be72c7dbe521045579f09fc25a5913752c88753f9,,True
BSR\BSDS500\data\images\train\374020.jpg,374020.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,71608,0.068291,c4bf625ad708d23f951b3efb0550612098b89ed485d5e076a6ecb441327a5790,,True
BSR\BSDS500\data\images\train\374067.jpg,374067.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,64260,0.061283,1c4ef7ec171169ecabbd23ce3ba06bcd6978efe69e98bd6ec361b6bbff3d8bb3,,True
BSR\BSDS500\data\images\train\376001.jpg,376001.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,94238,0.089872,c91f6ed09df383dd0ac8471d63d93fab4cd6a1a58a8dd6c2dbe0a2bb8b55d14a,,True
BSR\BSDS500\data\images\train\376020.jpg,376020.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,85165,0.08122,51746eda824648e30e297aa60f8cfedc416a0c12b75fdabe09f76c710bd40864,,True
BSR\BSDS500\data\images\train\385028.jpg,385028.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,84296,0.080391,f77f509acec929bbedf9f641febc8cc57ba5db26677606357af94837a5218b86,,True
BSR\BSDS500\data\images\train\388016.jpg,388016.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,82833,0.078996,0cd67065b3ece3c4b88cd4abbd1c49b8b9aa4cd94d848b54533310d15142b680,,True
BSR\BSDS500\data\images\train\41004.jpg,41004.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,47548,0.045345,18ab4ca2c20426fad316757ea6ab3b260fa6ea37ccff518cd4a7cc329091991b,,True
BSR\BSDS500\data\images\train\41025.jpg,41025.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,92680,0.088387,f251407ef9a59235329e84c4d37cdf730fcd1dd431eeafe60585d9af4e8ba789,,True
BSR\BSDS500\data\images\train\42044.jpg,42044.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,51644,0.049252,a8ef1539007cfeda438d7c20cd4e009c5ca5e31fbdbd73dd40683897361222b8,,True
BSR\BSDS500\data\images\train\42078.jpg,42078.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,38986,0.03718,8581db9f492bf49c7c4ccd3afa51d5af4bd9f2584f1478aaba76072a8cb2cd9f,,True
BSR\BSDS500\data\images\train\43070.jpg,43070.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,55916,0.053326,b1530a4865876dc03e202d63e8c7f53e6005e951858d1971f222d3fce4ad2574,,True
BSR\BSDS500\data\images\train\43083.jpg,43083.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,70067,0.066821,f84b16dc078d7ec78712be49223bbde0378a85d7546980e00849bf717721c7bd,,True
BSR\BSDS500\data\images\train\45077.jpg,45077.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,84287,0.080382,be1cc8eccd4d479e7c7af652b445813caba0078fa53214ef8b29daef2040fbe2,,True
BSR\BSDS500\data\images\train\46076.jpg,46076.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,60054,0.057272,0dd7dd057a991aba7b44e809a3d03aaf75c8ab889f8b56c5cd1eb1493246f0f8,,True
BSR\BSDS500\data\images\train\48055.jpg,48055.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,76651,0.0731,2dbf3f3f6203be60b47f17f33553bb855de73b065cc309b718d7a4289320dc61,,True
BSR\BSDS500\data\images\train\54005.jpg,54005.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,91356,0.087124,dd779e6b4a42380908dfc22423edd559ed0fd063420991a6d6b45986d6827d18,,True
BSR\BSDS500\data\images\train\55067.jpg,55067.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,36855,0.035148,18b06e3e62c990d7a3ff385e7caee567b008c5c92c7073d0d5bae16bcaf963bf,,True
BSR\BSDS500\data\images\train\55075.jpg,55075.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,70037,0.066792,42a554b3cc0eed83ee5ba8b4a1470cf7318e75dd27fc6ca621411e3ca13d7292,,True
BSR\BSDS500\data\images\train\56028.jpg,56028.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,95362,0.090944,766ba9a6405c78d0f7114f8b502de63a78c2d1cf5b0fcd437fdd20bb7165e80b,,True
BSR\BSDS500\data\images\train\59078.jpg,59078.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,63162,0.060236,0c17430f9e2250cf5a60e10cb65079cf8df3dad8881a2e7bb5a23e24bf0803e4,,True
BSR\BSDS500\data\images\train\60079.jpg,60079.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,33678,0.032118,112c3f4f07287535a093ba931e49ee972fef1ceccb02df25bd1390b4a47113cc,,True
BSR\BSDS500\data\images\train\61060.jpg,61060.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,75578,0.072077,25c41d4456ad719d6fe6397e65bcfffa9a75d21e50a7866169e7ffdcff245ae4,,True
BSR\BSDS500\data\images\train\61086.jpg,61086.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,96920,0.09243,e35da38a9202415a56cb5eeb4ce33cd83f39035a4098193881072f85968cf7e6,,True
BSR\BSDS500\data\images\train\65010.jpg,65010.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,76723,0.073169,a9fd6ca16e5240c9db1cd435ed42cdabddaa3fb7a7e229a71a3fef8efa75b378,,True
BSR\BSDS500\data\images\train\65019.jpg,65019.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,74234,0.070795,f5c2174b99323b9471090ae16efddb50937430d122225502bdebee0db29bcaa6,,True
BSR\BSDS500\data\images\train\65074.jpg,65074.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,68954,0.06576,30b3d41657fe2f12937a21b55ef12f4353b790081d974462b809177332331b64,,True
BSR\BSDS500\data\images\train\65132.jpg,65132.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,83006,0.079161,f2f34b87c0425d5392ebbd6aba9761cb76b5c2e16609a7a57977519b3184fa28,,True
BSR\BSDS500\data\images\train\66039.jpg,66039.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,76757,0.073201,6077f1d3c4c03aac7be0851276558ef68b8a73ea94274db74dfdcecdfc7a482f,,True
BSR\BSDS500\data\images\train\66075.jpg,66075.jpg,.jpg,BSR\BSDS500\data\images\train,train,BSDS500,43381,0.041371,cc01e01f2610d83a999569acd34cccc61698fef2ec06b0ee839282c52e57fb37,,True
