experiment_id,filename,run_index,algorithm,level_R,level_G,level_B,source
IMG_0074,38092.jpg,5,EHHO-VC,255,221,255,E4_singleobjective_attained_solution
IMG_0074,38092.jpg,5,BEHHO-VC-Calibrated,255,247,251,E4_singleobjective_attained_solution
IMG_0074,38092.jpg,5,MO-BDA-EHHO-VC,16,5,44,E4_MO_equal_weight_compromise
IMG_0075,385039.jpg,1,HHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,1,BDA-EHHO-VC-Calibrated,127,47,2,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,1,EHHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,1,BEHHO-VC-Calibrated,2,2,2,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,1,MO-BDA-EHHO-VC,34,5,32,E4_MO_equal_weight_compromise
IMG_0075,385039.jpg,2,HHO-VC,30,248,226,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,2,BEHHO-VC-Calibrated,251,255,249,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,2,BDA-EHHO-VC-Calibrated,235,223,247,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,2,EHHO-VC,30,255,249,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,2,MO-BDA-EHHO-VC,130,3,8,E4_MO_equal_weight_compromise
IMG_0075,385039.jpg,3,BDA-EHHO-VC-Calibrated,25,15,173,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,3,BEHHO-VC-Calibrated,2,8,156,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,3,EHHO-VC,2,2,184,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,3,HHO-VC,2,32,184,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,3,MO-BDA-EHHO-VC,16,8,2,E4_MO_equal_weight_compromise
IMG_0075,385039.jpg,4,BEHHO-VC-Calibrated,106,4,253,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,4,BDA-EHHO-VC-Calibrated,93,115,237,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,4,EHHO-VC,88,7,73,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,4,HHO-VC,89,7,73,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,4,MO-BDA-EHHO-VC,4,45,23,E4_MO_equal_weight_compromise
IMG_0075,385039.jpg,5,EHHO-VC,78,38,2,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,5,BEHHO-VC-Calibrated,116,19,2,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,5,HHO-VC,19,3,2,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,5,BDA-EHHO-VC-Calibrated,76,77,2,E4_singleobjective_attained_solution
IMG_0075,385039.jpg,5,MO-BDA-EHHO-VC,42,29,46,E4_MO_equal_weight_compromise
IMG_0076,41033.jpg,1,EHHO-VC,132,104,13,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,1,BEHHO-VC-Calibrated,246,2,15,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,1,BDA-EHHO-VC-Calibrated,144,2,32,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,1,HHO-VC,136,108,13,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,1,MO-BDA-EHHO-VC,4,11,4,E4_MO_equal_weight_compromise
IMG_0076,41033.jpg,2,BEHHO-VC-Calibrated,4,150,16,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,2,BDA-EHHO-VC-Calibrated,233,151,4,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,2,HHO-VC,58,157,179,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,2,EHHO-VC,51,157,180,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,2,MO-BDA-EHHO-VC,31,12,32,E4_MO_equal_weight_compromise
IMG_0076,41033.jpg,3,BEHHO-VC-Calibrated,16,5,2,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,3,HHO-VC,14,2,2,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,3,EHHO-VC,14,2,2,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,3,BDA-EHHO-VC-Calibrated,206,3,2,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,3,MO-BDA-EHHO-VC,6,36,8,E4_MO_equal_weight_compromise
IMG_0076,41033.jpg,4,EHHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,4,HHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,4,BDA-EHHO-VC-Calibrated,4,2,170,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,4,BEHHO-VC-Calibrated,4,32,2,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,4,MO-BDA-EHHO-VC,16,16,10,E4_MO_equal_weight_compromise
IMG_0076,41033.jpg,5,HHO-VC,83,3,11,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,5,BEHHO-VC-Calibrated,36,2,2,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,5,EHHO-VC,39,3,4,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,5,BDA-EHHO-VC-Calibrated,225,3,14,E4_singleobjective_attained_solution
IMG_0076,41033.jpg,5,MO-BDA-EHHO-VC,13,16,32,E4_MO_equal_weight_compromise
IMG_0077,41069.jpg,1,HHO-VC,2,3,2,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,1,BDA-EHHO-VC-Calibrated,2,2,23,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,1,BEHHO-VC-Calibrated,2,2,10,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,1,EHHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,1,MO-BDA-EHHO-VC,39,26,208,E4_MO_equal_weight_compromise
IMG_0077,41069.jpg,2,BEHHO-VC-Calibrated,2,2,32,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,2,HHO-VC,2,2,13,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,2,EHHO-VC,70,2,49,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,2,BDA-EHHO-VC-Calibrated,2,63,50,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,2,MO-BDA-EHHO-VC,18,32,193,E4_MO_equal_weight_compromise
IMG_0077,41069.jpg,3,HHO-VC,3,254,3,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,3,BDA-EHHO-VC-Calibrated,3,250,20,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,3,BEHHO-VC-Calibrated,2,34,20,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,3,EHHO-VC,3,255,2,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,3,MO-BDA-EHHO-VC,23,45,44,E4_MO_equal_weight_compromise
IMG_0077,41069.jpg,4,BEHHO-VC-Calibrated,2,53,12,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,4,BDA-EHHO-VC-Calibrated,2,221,84,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,4,HHO-VC,2,36,58,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,4,EHHO-VC,2,36,60,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,4,MO-BDA-EHHO-VC,58,26,14,E4_MO_equal_weight_compromise
IMG_0077,41069.jpg,5,BEHHO-VC-Calibrated,2,8,144,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,5,BDA-EHHO-VC-Calibrated,2,243,40,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,5,EHHO-VC,3,8,35,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,5,HHO-VC,3,8,35,E4_singleobjective_attained_solution
IMG_0077,41069.jpg,5,MO-BDA-EHHO-VC,13,50,80,E4_MO_equal_weight_compromise
IMG_0078,42012.jpg,1,EHHO-VC,8,100,187,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,1,BEHHO-VC-Calibrated,8,166,196,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,1,BDA-EHHO-VC-Calibrated,226,249,187,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,1,HHO-VC,8,91,171,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,1,MO-BDA-EHHO-VC,17,13,9,E4_MO_equal_weight_compromise
IMG_0078,42012.jpg,2,BEHHO-VC-Calibrated,255,251,255,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,2,BDA-EHHO-VC-Calibrated,121,255,255,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,2,HHO-VC,255,255,255,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,2,EHHO-VC,139,255,255,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,2,MO-BDA-EHHO-VC,25,62,14,E4_MO_equal_weight_compromise
IMG_0078,42012.jpg,3,HHO-VC,10,3,7,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,3,EHHO-VC,237,3,135,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,3,BDA-EHHO-VC-Calibrated,64,8,37,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,3,BEHHO-VC-Calibrated,219,10,7,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,3,MO-BDA-EHHO-VC,20,5,32,E4_MO_equal_weight_compromise
IMG_0078,42012.jpg,4,EHHO-VC,2,2,232,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,4,BEHHO-VC-Calibrated,20,2,2,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,4,HHO-VC,2,2,232,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,4,BDA-EHHO-VC-Calibrated,28,2,233,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,4,MO-BDA-EHHO-VC,19,2,45,E4_MO_equal_weight_compromise
IMG_0078,42012.jpg,5,BDA-EHHO-VC-Calibrated,37,4,16,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,5,EHHO-VC,126,227,16,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,5,HHO-VC,122,220,16,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,5,BEHHO-VC-Calibrated,16,160,16,E4_singleobjective_attained_solution
IMG_0078,42012.jpg,5,MO-BDA-EHHO-VC,70,18,7,E4_MO_equal_weight_compromise
IMG_0079,42049.jpg,1,BDA-EHHO-VC-Calibrated,48,2,16,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,1,EHHO-VC,56,231,173,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,1,BEHHO-VC-Calibrated,48,228,58,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,1,HHO-VC,51,202,154,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,1,MO-BDA-EHHO-VC,2,12,18,E4_MO_equal_weight_compromise
IMG_0079,42049.jpg,2,BDA-EHHO-VC-Calibrated,73,3,237,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,2,BEHHO-VC-Calibrated,160,3,105,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,2,HHO-VC,3,3,114,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,2,EHHO-VC,2,3,103,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,2,MO-BDA-EHHO-VC,4,21,8,E4_MO_equal_weight_compromise
IMG_0079,42049.jpg,3,HHO-VC,66,7,19,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,3,BDA-EHHO-VC-Calibrated,107,7,5,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,3,BEHHO-VC-Calibrated,132,4,12,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,3,EHHO-VC,125,7,7,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,3,MO-BDA-EHHO-VC,10,16,19,E4_MO_equal_weight_compromise
IMG_0079,42049.jpg,4,HHO-VC,2,5,2,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,4,EHHO-VC,3,5,3,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,4,BEHHO-VC-Calibrated,108,5,12,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,4,BDA-EHHO-VC-Calibrated,89,5,174,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,4,MO-BDA-EHHO-VC,39,6,18,E4_MO_equal_weight_compromise
IMG_0079,42049.jpg,5,HHO-VC,92,2,92,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,5,EHHO-VC,255,160,255,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,5,BDA-EHHO-VC-Calibrated,196,159,14,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,5,BEHHO-VC-Calibrated,135,10,36,E4_singleobjective_attained_solution
IMG_0079,42049.jpg,5,MO-BDA-EHHO-VC,23,2,10,E4_MO_equal_weight_compromise
IMG_0080,43074.jpg,1,BDA-EHHO-VC-Calibrated,88,139,80,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,1,HHO-VC,9,167,248,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,1,BEHHO-VC-Calibrated,57,119,239,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,1,EHHO-VC,9,165,234,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,1,MO-BDA-EHHO-VC,6,2,20,E4_MO_equal_weight_compromise
IMG_0080,43074.jpg,2,BEHHO-VC-Calibrated,191,119,189,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,2,BDA-EHHO-VC-Calibrated,157,10,192,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,2,HHO-VC,135,3,199,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,2,EHHO-VC,158,3,246,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,2,MO-BDA-EHHO-VC,77,45,19,E4_MO_equal_weight_compromise
IMG_0080,43074.jpg,3,HHO-VC,46,3,182,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,3,BDA-EHHO-VC-Calibrated,50,63,17,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,3,BEHHO-VC-Calibrated,64,16,17,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,3,EHHO-VC,46,3,182,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,3,MO-BDA-EHHO-VC,129,27,4,E4_MO_equal_weight_compromise
IMG_0080,43074.jpg,4,BDA-EHHO-VC-Calibrated,235,197,154,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,4,EHHO-VC,166,159,138,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,4,HHO-VC,186,178,154,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,4,BEHHO-VC-Calibrated,216,243,188,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,4,MO-BDA-EHHO-VC,32,8,17,E4_MO_equal_weight_compromise
IMG_0080,43074.jpg,5,BEHHO-VC-Calibrated,223,237,18,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,5,EHHO-VC,211,4,4,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,5,HHO-VC,210,10,13,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,5,BDA-EHHO-VC-Calibrated,209,237,47,E4_singleobjective_attained_solution
IMG_0080,43074.jpg,5,MO-BDA-EHHO-VC,69,166,20,E4_MO_equal_weight_compromise
IMG_0081,45096.jpg,1,BDA-EHHO-VC-Calibrated,35,11,43,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,1,HHO-VC,7,247,247,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,1,BEHHO-VC-Calibrated,58,251,248,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,1,EHHO-VC,7,247,247,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,1,MO-BDA-EHHO-VC,7,2,2,E4_MO_equal_weight_compromise
IMG_0081,45096.jpg,2,BDA-EHHO-VC-Calibrated,105,152,11,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,2,BEHHO-VC-Calibrated,2,4,4,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,2,HHO-VC,3,150,131,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,2,EHHO-VC,3,7,4,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,2,MO-BDA-EHHO-VC,105,36,31,E4_MO_equal_weight_compromise
IMG_0081,45096.jpg,3,EHHO-VC,45,215,159,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,3,HHO-VC,45,179,141,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,3,BEHHO-VC-Calibrated,4,153,139,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,3,BDA-EHHO-VC-Calibrated,46,187,138,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,3,MO-BDA-EHHO-VC,3,210,7,E4_MO_equal_weight_compromise
IMG_0081,45096.jpg,4,BDA-EHHO-VC-Calibrated,27,124,254,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,4,EHHO-VC,6,60,250,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,4,HHO-VC,6,20,83,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,4,BEHHO-VC-Calibrated,28,26,253,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,4,MO-BDA-EHHO-VC,8,64,2,E4_MO_equal_weight_compromise
IMG_0081,45096.jpg,5,HHO-VC,80,24,109,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,5,BDA-EHHO-VC-Calibrated,87,28,23,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,5,EHHO-VC,80,29,118,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,5,BEHHO-VC-Calibrated,5,29,24,E4_singleobjective_attained_solution
IMG_0081,45096.jpg,5,MO-BDA-EHHO-VC,2,8,2,E4_MO_equal_weight_compromise
IMG_0082,54082.jpg,1,HHO-VC,24,27,13,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,1,EHHO-VC,57,70,13,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,1,BEHHO-VC-Calibrated,237,6,97,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,1,BDA-EHHO-VC-Calibrated,4,10,82,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,1,MO-BDA-EHHO-VC,49,13,6,E4_MO_equal_weight_compromise
IMG_0082,54082.jpg,2,HHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,2,BEHHO-VC-Calibrated,2,64,2,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,2,EHHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,2,BDA-EHHO-VC-Calibrated,32,101,2,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,2,MO-BDA-EHHO-VC,132,3,49,E4_MO_equal_weight_compromise
IMG_0082,54082.jpg,3,BDA-EHHO-VC-Calibrated,176,3,177,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,3,BEHHO-VC-Calibrated,2,3,2,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,3,EHHO-VC,3,3,2,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,3,HHO-VC,3,3,3,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,3,MO-BDA-EHHO-VC,79,60,109,E4_MO_equal_weight_compromise
IMG_0082,54082.jpg,4,BEHHO-VC-Calibrated,16,184,35,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,4,HHO-VC,6,5,48,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,4,EHHO-VC,5,8,48,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,4,BDA-EHHO-VC-Calibrated,6,184,80,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,4,MO-BDA-EHHO-VC,18,16,20,E4_MO_equal_weight_compromise
IMG_0082,54082.jpg,5,EHHO-VC,2,4,4,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,5,HHO-VC,2,4,4,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,5,BDA-EHHO-VC-Calibrated,2,22,212,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,5,BEHHO-VC-Calibrated,2,88,4,E4_singleobjective_attained_solution
IMG_0082,54082.jpg,5,MO-BDA-EHHO-VC,4,2,16,E4_MO_equal_weight_compromise
IMG_0083,55073.jpg,1,BEHHO-VC-Calibrated,169,121,20,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,1,HHO-VC,230,255,20,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,1,EHHO-VC,203,227,20,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,1,BDA-EHHO-VC-Calibrated,12,105,14,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,1,MO-BDA-EHHO-VC,13,104,24,E4_MO_equal_weight_compromise
IMG_0083,55073.jpg,2,BDA-EHHO-VC-Calibrated,26,201,191,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,2,BEHHO-VC-Calibrated,119,4,231,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,2,HHO-VC,39,193,220,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,2,EHHO-VC,39,193,221,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,2,MO-BDA-EHHO-VC,8,2,7,E4_MO_equal_weight_compromise
IMG_0083,55073.jpg,3,HHO-VC,2,34,22,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,3,BEHHO-VC-Calibrated,2,192,8,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,3,EHHO-VC,2,175,182,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,3,BDA-EHHO-VC-Calibrated,2,216,127,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,3,MO-BDA-EHHO-VC,8,2,2,E4_MO_equal_weight_compromise
IMG_0083,55073.jpg,4,HHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,4,BDA-EHHO-VC-Calibrated,120,99,2,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,4,BEHHO-VC-Calibrated,8,40,2,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,4,EHHO-VC,5,3,2,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,4,MO-BDA-EHHO-VC,63,54,6,E4_MO_equal_weight_compromise
IMG_0083,55073.jpg,5,HHO-VC,62,17,25,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,5,BDA-EHHO-VC-Calibrated,168,149,26,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,5,EHHO-VC,78,59,76,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,5,BEHHO-VC-Calibrated,112,115,25,E4_singleobjective_attained_solution
IMG_0083,55073.jpg,5,MO-BDA-EHHO-VC,3,8,16,E4_MO_equal_weight_compromise
IMG_0084,58060.jpg,1,EHHO-VC,145,80,12,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,1,BDA-EHHO-VC-Calibrated,144,49,11,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,1,HHO-VC,140,79,12,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,1,BEHHO-VC-Calibrated,4,212,29,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,1,MO-BDA-EHHO-VC,70,4,15,E4_MO_equal_weight_compromise
IMG_0084,58060.jpg,2,BEHHO-VC-Calibrated,2,64,4,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,2,BDA-EHHO-VC-Calibrated,26,208,215,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,2,HHO-VC,205,221,4,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,2,EHHO-VC,29,29,4,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,2,MO-BDA-EHHO-VC,57,20,10,E4_MO_equal_weight_compromise
IMG_0084,58060.jpg,3,HHO-VC,12,3,3,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,3,BDA-EHHO-VC-Calibrated,19,252,6,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,3,BEHHO-VC-Calibrated,24,192,4,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,3,EHHO-VC,12,2,2,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,3,MO-BDA-EHHO-VC,32,11,2,E4_MO_equal_weight_compromise
IMG_0084,58060.jpg,4,HHO-VC,114,215,97,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,4,BDA-EHHO-VC-Calibrated,156,74,96,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,4,BEHHO-VC-Calibrated,230,4,84,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,4,EHHO-VC,114,215,97,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,4,MO-BDA-EHHO-VC,30,10,2,E4_MO_equal_weight_compromise
IMG_0084,58060.jpg,5,EHHO-VC,34,48,9,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,5,HHO-VC,130,188,35,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,5,BDA-EHHO-VC-Calibrated,46,103,31,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,5,BEHHO-VC-Calibrated,70,8,32,E4_singleobjective_attained_solution
IMG_0084,58060.jpg,5,MO-BDA-EHHO-VC,18,2,48,E4_MO_equal_weight_compromise
IMG_0085,62096.jpg,1,BEHHO-VC-Calibrated,73,246,84,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,1,EHHO-VC,26,253,50,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,1,HHO-VC,26,242,50,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,1,BDA-EHHO-VC-Calibrated,26,248,36,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,1,MO-BDA-EHHO-VC,38,20,54,E4_MO_equal_weight_compromise
IMG_0085,62096.jpg,2,EHHO-VC,7,10,14,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,2,BDA-EHHO-VC-Calibrated,2,24,7,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,2,HHO-VC,3,3,8,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,2,BEHHO-VC-Calibrated,2,32,8,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,2,MO-BDA-EHHO-VC,21,65,86,E4_MO_equal_weight_compromise
IMG_0085,62096.jpg,3,HHO-VC,54,9,27,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,3,BDA-EHHO-VC-Calibrated,154,53,27,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,3,EHHO-VC,56,9,27,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,3,BEHHO-VC-Calibrated,200,9,65,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,3,MO-BDA-EHHO-VC,8,14,43,E4_MO_equal_weight_compromise
IMG_0085,62096.jpg,4,EHHO-VC,187,8,240,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,4,HHO-VC,194,11,240,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,4,BEHHO-VC-Calibrated,176,21,28,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,4,BDA-EHHO-VC-Calibrated,151,8,188,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,4,MO-BDA-EHHO-VC,14,28,10,E4_MO_equal_weight_compromise
IMG_0085,62096.jpg,5,BDA-EHHO-VC-Calibrated,13,43,201,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,5,HHO-VC,179,54,241,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,5,EHHO-VC,167,48,218,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,5,BEHHO-VC-Calibrated,20,7,4,E4_singleobjective_attained_solution
IMG_0085,62096.jpg,5,MO-BDA-EHHO-VC,171,6,9,E4_MO_equal_weight_compromise
IMG_0086,65033.jpg,1,EHHO-VC,81,172,197,E4_singleobjective_attained_solution
IMG_0086,65033.jpg,1,BDA-EHHO-VC-Calibrated,12,2,37,E4_singleobjective_attained_solution
